image_id,caption,label,hypothesis
3661659196,a girl holding a frisbee and a woman sitting on a stool in a,contradiction,بنات تتحدثن بجانب الحمام.
3661659196,a girl holding a frisbee and a woman sitting on a stool in a,entailment,الناس يتحدثون بجانب خزانات.
3661659196,a girl holding a frisbee and a woman sitting on a stool in a,neutral,بنات تتحدثن عن مشاكلهن بجانب خزانات.
3897974076,a group of people are climbing up a tall tower,neutral,امرأة و أطفالها يصعدون السلالم.
3897974076,a group of people are climbing up a tall tower,entailment,امرأة وطفلين يصعدون السلالم.
4115261994,a large crowd of people standing around a fire,entailment,مجموعة من الناس تمشي في الميدان.
4115261994,a large crowd of people standing around a fire,neutral,مجموعة من الناس تمشي خلال الغاز المسيل للدموع.
4115261994,a large crowd of people standing around a fire,contradiction,مجموعة من الناس ترقص بالنهار.
4485090958,a woman standing in front of a building,neutral,المرأة لديها اجتماع مهم في البناية اليوم.
4485090958,a woman standing in front of a building,contradiction,كلب يجري صاعدا درج البناية.
4485090958,a woman standing in front of a building,entailment,هناك عدة أشخاص خارج البناية.
4485090958,a woman standing in front of a building,contradiction,الأب ينظر إلى زوجته وابنه.
4485090958,a woman standing in front of a building,entailment,شخص يتحدث مع طفل بينما شخص اخر يشاهد.
4485090958,a woman standing in front of a building,neutral,امرأة تنظر إلى أم تتحدث ابنها الصغير.
4581834644,a man and a girl sitting at a table,contradiction,زوجان يأكلان بالداخل على طاولة وهو يشير الى شيء.
4581834644,a man and a girl sitting at a table,neutral,الرجل يشير إلى خاطف المحفظة.
4581834644,a man and a girl sitting at a table,entailment,الناس تأكل على طاولة بالخارج.
4702657446,a woman is standing in front of a washing machine,entailment,شخص يجفف ملابس .
4702657446,a woman is standing in front of a washing machine,contradiction,لا أحد يجفف ملابس.
4715587253,a woman singing on a microphone with a child,entailment,امرأة تغني.
4715587253,a woman singing on a microphone with a child,contradiction,امرأة تلقي الشعر على المنصة.
4715587253,a woman singing on a microphone with a child,neutral,امرأة شقراء تغني وترقص على المنصة.
4846892973,a group of people standing on a pier by the ocean,neutral,يذهبون إلى الصيد.
4846892973,a group of people standing on a pier by the ocean,entailment,ستة أو سبعة أشخاص يقفون على رصيف بحري.
4846892973,a group of people standing on a pier by the ocean,contradiction,هم في مركب.
4868221344,a man and a woman sitting on the ground,entailment,رجل وامرأة يجلسان.
4868221344,a man and a woman sitting on the ground,contradiction,رجل وامرأة يقفان.
4868221344,a man and a woman sitting on the ground,neutral,رجل وامرأة متزوجان.
4914029409,a little boy riding a bike down a street,neutral,أم وابنها يركوبون دراجات مع آخرين في شارع.
4914029409,a little boy riding a bike down a street,contradiction,مجموعة من الناس تغيير إطارات الدراجة.
4914029409,a little boy riding a bike down a street,entailment,مجموعة من الناس تركب الدراجات معا في شارع.
4914029409,a little boy riding a bike down a street,neutral,مجموعة من الأصدقاء تركب دراجات في الشارع وكلهم يرتدون الخوذ.
4914029409,a little boy riding a bike down a street,contradiction,مجموعة من الأصدقاء تأخذ دراجاتهم يستعدون لركوب الدراجات في الصباح.
4914029409,a little boy riding a bike down a street,entailment,مجموعة من راكبي الدراجات في شارع بالخارج.
4923272200,a man playing a saxophone in the street,entailment,رجل يعزف آلة موسيقية في الشارع بجانب أشخاص أخرين.
4923272200,a man playing a saxophone in the street,neutral,رجل يحاول كسب المال عن طريق العزف لناس اخرين في الشارع.
4923272200,a man playing a saxophone in the street,contradiction,امرأة تحلق عبر البلاد.
4928783075,a young boy flying a kite in a field,entailment,ولد صغير يلعب في ملعب.
4928783075,a young boy flying a kite in a field,neutral,ولد صغير يلعب في الملعب لأن أمه طردته من البيت.
4928783075,a young boy flying a kite in a field,contradiction,ولد صغير يلعب العاب الكترونية داخل البيت.
4958466857,two men sitting on the sidewalk with a dog and a sign,entailment,رجلان يجلسان في الهواء الطلق في منطقة حضرية.
4958466857,two men sitting on the sidewalk with a dog and a sign,contradiction,أقنع هذين الرجلين الأميين الكلب لكتابة لافتة الاستجداء لهم.
4958466857,two men sitting on the sidewalk with a dog and a sign,neutral,يقوم اثنان من علماء البحوث بإجراء بحث في التمويه.
4958466857,two men sitting on the sidewalk with a dog and a sign,neutral,الكلب هو تشيهواهوا.
4958466857,two men sitting on the sidewalk with a dog and a sign,entailment,ناس مع كلب.
4958466857,two men sitting on the sidewalk with a dog and a sign,entailment,رجلان مشردان مستندان على حائط مع كلب.
4958466857,two men sitting on the sidewalk with a dog and a sign,contradiction,رجلان يمتلكان بيوتا.
4958466857,two men sitting on the sidewalk with a dog and a sign,neutral,صديقان يجلسان أمام حائط مع كلبهم الأليف.
5716554915,a woman laying on a yoga mat in a yoga room,neutral,فنانة تستريح في ستوديوخاص بها.
5716554915,a woman laying on a yoga mat in a yoga room,entailment,هناك شخص في الغرفة.
5716554915,a woman laying on a yoga mat in a yoga room,contradiction,امرأة نائمة بينما ضوء القمر يمر خلال الشباك.
