image_name,caption
8227381437.jpg,a man sitting in a shoe shop with shoes on the floor
93447586.jpg,a gymnast doing a trick on the beam in front of a crowd of spectators
1354318519.jpg,two young boys sitting next to each other laughing
1680409989.jpg,a woman painting a picture of a cat on a wall
209088143.jpg,a group of people sitting on a couch
215978818.jpg,a group of children playing in a water fountain
2280438093.jpg,a group of people standing on a stage
2338798208.jpg,three women in a kitchen holding a bowl of food
2407214681.jpg,two young boys brushing their teeth in a bathroom sink
2428086758.jpg,a large dog and a small dog standing next to a lake
2622986361.jpg,a crowd of people standing on top of a building
2721954475.jpg,a group of young women standing in a crowd
2737409349.jpg,a man sitting in a chair talking on his laptop in front of a large window
2938747424.jpg,a white dog running through the water in the ocean
2946464027.jpg,a man playing with a child on the beach
2965189317.jpg,a man in an office with a bunch of balloons on the floor
3020218156.jpg,two men on scaffolding painting the side of a building
3065082909.jpg,a crowd of people are watching a parade
314739483.jpg,a man walking past a building with a sign on it
3259757648.jpg,a dog jumping over a jump in the grass
3262801036.jpg,a group of skiers carrying a man on a stretcher in the snow
3399843227.jpg,a man and a woman holding a drink
3474406285.jpg,a brown dog running through a obstacle course
348223687.jpg,a man walking down the sidewalk on a city street
3678098428.jpg,a man wearing a hat and looking down at something
3694071771.jpg,a man riding a bike with a red helmet
3701226275.jpg,a young man holding a dumbbell in his hand
3749555902.jpg,a woman sitting on a couch applying nail polish to her toes
3767684836.jpg,a man is jumping in the air while another man is photographing a man jumping
3856149623.jpg,two nurses looking at books in a hospital room
3879971251.jpg,a group of children playing with a soccer ball
4337751447.jpg,a man pushing a blue shopping cart full of bags on a street
4477683613.jpg,people walking down a busy city street in times square
4526977553.jpg,a woman running across the street in the street
4589050600.jpg,a woman walking down the street looking at her cell phone
4621091937.jpg,a group of men sitting on the side of a building
464542381.jpg,people sitting at tables in a park
4735943244.jpg,a man sitting on a bench next to a suitcase
4777826385.jpg,a man standing in front of a statue
4796742329.jpg,a man walking down the street next to a car
484443289.jpg,a man and a woman standing in the shadows
4906946.jpg,two construction workers working on a hole in the street
5389902618.jpg,a girl in a blue dress holding a blue cloth
539493423.jpg,a man holding three flaming torches in a park
5730444205.jpg,two women in cowboy hats riding horses at a rodeo
5749795798.jpg,a group of men playing a game of frisbee
6191516871.jpg,a group of men on the floor praying
6338544926.jpg,a football player is tackling another player on the field
6979303317.jpg,three people standing next to a truck
7113652429.jpg,a group of people sitting in the dark playing drums
7192379802.jpg,a young boy walking on a sidewalk with a skateboard
7523563426.jpg,a man is singing into a microphone and holding his hand up
1384292980.jpg,two women walking down the street together
1937262236.jpg,two dogs playing with a toy on the beach
2015953389.jpg,a group of people on a scaffolding in front of a building
2096485764.jpg,a man sitting at a bar in a shop at night
2245916742.jpg,a man standing between two statues of faces in a field
2412152032.jpg,a group of people climbing up a metal structure
2679565682.jpg,a man with a long beard is looking at another man
2700147489.jpg,a man is doing a trick on a skateboard
2770821714.jpg,a man and two children standing on top of a rock
282741726.jpg,a group of people sitting at tables in a class room
2892843393.jpg,a person is standing next to a food cart
2898810636.jpg,a young girl jumping in the air with a blue shirt on
2936881937.jpg,a man working on a bike in a bike shop
295344517.jpg,a group of people walking down a sidewalk
2954291559.jpg,a man standing on top of a building with an american flag
300026912.jpg,a group of men playing baseball on a street
3036382555.jpg,a woman and two young girls in costumes running through autumn leaves
3046312861.jpg,two girls are doing gymnastics on a pole in a gym
3096918227.jpg,a man doing a trick on a skateboard in the air
3126681108.jpg,a little girl playing in the snow in front of a house
3262845042.jpg,two people on skis pulling a sled in the snow
3289817083.jpg,a woman holding a child petting a horse
3316725440.jpg,a man riding a bike down a race track
3335501468.jpg,a duck swimming in a body of water
3410899419.jpg,a group of young children standing around a water fountain
3544654074.jpg,a bride and groom are standing in front of a fence
3549277110.jpg,two young boys sitting on a bed reading comic books
3551170666.jpg,a dog laying on the floor with a toy
3604391853.jpg,a woman laying in the grass with her hand out to another person
3610836768.jpg,a group of people pulling a rope by the water
3626642428.jpg,a group of dogs playing in a river
3639547922.jpg,a young child is on a purple slide
3720932219.jpg,a woman is talking to a group of girls
4234824441.jpg,a group of people walking across a bridge
42397423.jpg,a boy is standing on a pipe in the water
424506167.jpg,two dogs standing next to each other in a field
4361879526.jpg,two men are climbing up a scaffolding on a building
4480997710.jpg,a woman holding a red umbrella looking into a window at a store
4647462263.jpg,a couple of men doing martial arts on a court
4836132337.jpg,a man walking in front of a building in a field
4963234016.jpg,a woman is preparing meat at a counter
500665418.jpg,a man in a suit talking to a woman
5199580790.jpg,a group of people on a boat in a river
5479743540.jpg,a man riding a skateboard on a rail at a skate park
5840087663.jpg,a young boy sitting on the grass using a microscope
6878167613.jpg,a man is playing golf on a green field
7511707760.jpg,a pitcher on the mound throwing a baseball
7591663030.jpg,a man riding a motorcycle down a dirt road next to a pile of cars
766061382.jpg,a young boy playing in a water sprinkler
8137819284.jpg,a jockey is riding a horse on a field
1910013808.jpg,a woman is taking a picture of a horse
2096686198.jpg,two men standing in a kitchen preparing food
2098777590.jpg,a woman in a kitchen preparing food in a pot
2101729860.jpg,a man drinking from a glass in the dark
2178064851.jpg,a young girl in the water in the ocean
2249141510.jpg,a young boy jumping in the air on a playground
2289096282.jpg,a person riding a skateboard down a path in the woods
2348557363.jpg,a young boy climbing a spiral staircase in a library full of books
2613920405.jpg,a man walking two cows down the side of a road
2832453252.jpg,a group of children playing in the water
3047559556.jpg,a young child playing on a red slide at a park
3058627443.jpg,a person riding a wave on a surfboard in the ocean
3128856481.jpg,a goose spreading its wings in the water
3132708822.jpg,a group of people standing on a subway train
3192645199.jpg,a group of people sitting on a bus
3202798691.jpg,a man riding a bike down a dirt road
3214333978.jpg,four women walking down a road in the snow
3344526059.jpg,a hockey player in a white jersey and a white helmet
3344578125.jpg,a group of people standing on a beach
3364026240.jpg,a person riding skis down a snow covered slope
3411022255.jpg,people crossing the street at a cross walk
3439087390.jpg,a group of people sitting at a table with dogs laying on the floor
3446484702.jpg,a woman walking down a street with a basket on her head
3693415584.jpg,a woman is weaving on a loom with a stick
3941241861.jpg,a group of men sitting at a bar with drinks
4183662919.jpg,a little girl sitting on the floor with shoes and a bottle
4326517877.jpg,a man standing next to a hot dog cart
4421399995.jpg,two men standing in a kitchen preparing food
4499295511.jpg,three people sitting on a bench in a subway station
4525101035.jpg,a man leaning on a rail with his arms outstretched
4679111230.jpg,a group of firemen are walking down a street
4692456296.jpg,a woman and a little girl walking on a bridge
4705094483.jpg,a man holding up meat in a kitchen
4731413904.jpg,people sitting at a bar watching a football game on the tv
4801146545.jpg,a woman sitting on a wall looking at a crowd of people in the street
4814763982.jpg,a man with dreadlocks is standing on a boat
4886223475.jpg,a man riding a bike while talking on a cell phone
4968358093.jpg,a man speaking into a megaphone with a cell phone
4970594489.jpg,an old woman walking down the street with a car
524105255.jpg,a woman overlooking the seattle city skyline
6208501317.jpg,a young girl playing a video game at an arcade
6320815265.jpg,a woman running in a race in the street
6332384430.jpg,two men in karate uniforms are fighting on a red mat
6526219567.jpg,a statue in a museum with people looking at it
6753255813.jpg,the football team is lined up on the field before a game
7024547367.jpg,a group of people sitting around a table
7236594962.jpg,a man holding a gun in the middle of a field
7249180494.jpg,a man walking out of the water in a wet suit
759822302.jpg,a man holding a newspaper
7995263133.jpg,a young boy sleeping on a striped pillow
1434151732.jpg,a woman is eating a cup of food
145282619.jpg,a man cooking on a frying pan with fire
2004326408.jpg,a woman riding a bike down a street
2168723623.jpg,a woman in a red dress standing in front of an airplane
2286270205.jpg,a dog walking in the snow drinking water from a puddle
2330536645.jpg,children playing in a river
2400461120.jpg,a woman walking down a street in front of a building
2508019949.jpg,a man in a costume pushing a stroller
2592711202.jpg,a little girl sitting on the ground eating a piece of cake
2638054798.jpg,two young boys sitting on a sidewalk next to a fire hydrant
264460711.jpg,a group of people sitting at a table
290650302.jpg,a woman sitting in an airplane looking at something
2972268289.jpg,a cowboy on a horse pulling a calf in a rodeo arena
2973269132.jpg,a lion chasing a wildebeest in a field
3284887033.jpg,a dog playing with a soccer ball in the grass
3312455265.jpg,a man singing into a microphone with a guitar
3330935489.jpg,a dog holding a large stick in its mouth
3419238351.jpg,a group of people watching a baby in a bath tub
3437522515.jpg,a man in a garden with a basket
350630236.jpg,a group of men dragging a fishing net on the beach
3621649810.jpg,a woman standing on the beach with her hands in the air as the sun sets
3827316480.jpg,a young girl running in a field next to a man
384577800.jpg,a dog running in the snow
407008823.jpg,a man riding a snowboard down a snow covered slope
435966316.jpg,a group of men in a small boat in the water
4460943467.jpg,three young men standing in front of a street
4479330885.jpg,a group of people sitting on a ledge in front of a fountain
4569008208.jpg,a person laying on the ground with firefighters
4678920190.jpg,people walking down a busy city street at night
4705275413.jpg,a group of children posing on the beach
4791890474.jpg,a man holding a paper bag standing in front of a building
4848911761.jpg,a man doing a handstand on a crowd of people
4859630545.jpg,a woman taking a picture of two people in a fountain
4926115712.jpg,a man and a woman playing with balls on a field
4951049912.jpg,an older man sitting on a bench holding a large gun
4967328828.jpg,a woman laying on a towel in the pool
5001895034.jpg,two women in a field preparing food in a red bowl
5400154.jpg,two men standing on a boat in the ocean
561179890.jpg,a man standing in front of a river and a bridge
5732157460.jpg,three young children working on a computer in a classroom
6082587848.jpg,a woman is playing a violin in a group of people
6218407324.jpg,a group of people on a raft in the river
6757018587.jpg,a young girl is playing a game of baseball
6966309732.jpg,a group of men playing a game of soccer
7165193566.jpg,a woman standing in front of a painting with a drink
7700080224.jpg,a group of people playing volleyball on a court
7981322255.jpg,a baseball player throwing a ball on a field
847782643.jpg,two girls laying on the floor next to a row of wooden blocks
862177617.jpg,a woman with blue hair wearing a hat and sunglasses
944860697.jpg,a person is looking out the window of a red truck
2529226054.jpg,a man walking past a building with graffiti on it
2652382453.jpg,a woman looking at her cell phone next to a yellow truck
2957660840.jpg,a group of men and women in a room talking to a soldier in uniform
3013469764.jpg,a man riding a dirt bike in the dirt
311907717.jpg,a group of young men looking at a white refrigerator
3638783842.jpg,a man and woman dressed up in costumes at a museum
4000148666.jpg,a group of young boys playing soccer on a field
4114589329.jpg,an old car driving down the street in front of a bus
1814086703.jpg,two dogs running together in a field
1891462514.jpg,a woman kneeling in a hole in the sand
2074244690.jpg,a crowd of people watching a show with their hands up
2142631327.jpg,a woman and a child standing next to a chalkboard
2344969116.jpg,two young boys in red robes holding black bowls
2353088412.jpg,a black dog running with a toy in its mouth
2416244705.jpg,a woman is brushing a horse
2425411995.jpg,a woman running on a tennis court holding a racket
2464311348.jpg,two men standing on a dock with a fish
2487069642.jpg,a woman wearing a life jacket on an airplane
2507831979.jpg,a woman sitting at a table with a cup of coffee
2536991887.jpg,a line of blue bags on the side of a train station
2537683592.jpg,a group of construction workers working on a wall
2713036593.jpg,a man is sitting on the ground on the sidewalk
2737097000.jpg,two men and a woman planting flowers around a pole
2747436384.jpg,three men are sitting in the ocean in front of a wave
288351324.jpg,a group of people dancing at a party
294074951.jpg,three men are playing guitars in a room
3329289652.jpg,two young boys playing with toys at a table
3344175369.jpg,two people with backpacks hiking in the snow
3360178782.jpg,a group of people standing around a market with vegetables
3462454965.jpg,a group of dogs running in a field
3494151850.jpg,three people on an orange boat in the ocean
3537218226.jpg,a man is rock climbing on a rock wall
3572548523.jpg,a man and a woman walking down a sidewalk
3610460852.jpg,a woman standing at the bar of a bar
3661659196.jpg,a girl holding a frisbee and a woman sitting on a stool in a
3746285587.jpg,a woman is laying on the ground on a street
3815355917.jpg,a car with a luggage rack on top of it
3897974076.jpg,a group of people are climbing up a tall tower
4115261994.jpg,a large crowd of people standing around a fire
4485090958.jpg,a woman standing in front of a building
4581834644.jpg,a man and a girl sitting at a table
4696008531.jpg,a man is kicking a soccer ball on a field
4702657446.jpg,a woman is standing in front of a washing machine
4715587253.jpg,a woman singing on a microphone with a child
481355454.jpg,a group of children running after a soccer ball on a field
4846892973.jpg,a group of people standing on a pier by the ocean
4868221344.jpg,a man and a woman sitting on the ground
4914029409.jpg,a little boy riding a bike down a street
4923272200.jpg,a man playing a saxophone in the street
4928783075.jpg,a young boy flying a kite in a field
4958466857.jpg,two men sitting on the sidewalk with a dog and a sign
5716554915.jpg,a woman laying on a yoga mat in a yoga room
6073765731.jpg,two women working in a laboratory with a sink
6935146937.jpg,a basketball player slam dunking a ball in a hoop
7206615914.jpg,a group of people standing on a stage playing music
85306246.jpg,a man sitting on the ground cutting a cake
